Name;New_Measure_31-07-2020;
Description;;
Measure-Intervall;00:00:10;
;;

Time SN:702643 (S30X):P1;SN:702643 (S30X):P1 bar;Time SN:702643 (S30X):P2;SN:702643 (S30X):P2 bar;Time SN:702643 (S30X):TOB1;SN:702643 (S30X):TOB1 °C;Time SN:702643 (S30X):TOB2;SN:702643 (S30X):TOB2 °C;Time SN:702643 (S30X):CH0;SN:702643 (S30X):CH0 bar;
7/31/2020 11:16:05 AM.015;12.3758774;7/31/2020 11:16:05 AM.049;10.5530319;7/31/2020 11:16:05 AM.081;23.9697266;7/31/2020 11:16:05 AM.113;24.0429688;7/31/2020 11:16:05 AM.145;1.8153152;
7/31/2020 11:16:15 AM.014;12.3633575;7/31/2020 11:16:15 AM.045;10.5547218;7/31/2020 11:16:15 AM.077;23.9892578;7/31/2020 11:16:15 AM.109;24;7/31/2020 11:16:15 AM.141;1.8015175;
7/31/2020 11:16:25 AM.014;12.3569183;7/31/2020 11:16:25 AM.041;10.5552139;7/31/2020 11:16:25 AM.072;23.9892578;7/31/2020 11:16:25 AM.104;24.0195312;7/31/2020 11:16:25 AM.136;1.8104858;
7/31/2020 11:16:35 AM.014;12.3540192;7/31/2020 11:16:35 AM.037;10.5548553;7/31/2020 11:16:35 AM.068;23.9892578;7/31/2020 11:16:35 AM.100;24.0195312;7/31/2020 11:16:35 AM.137;1.8072815;
7/31/2020 11:16:45 AM.015;12.3479462;7/31/2020 11:16:45 AM.047;10.5531387;7/31/2020 11:16:45 AM.079;23.9892578;7/31/2020 11:16:45 AM.111;24.0429688;7/31/2020 11:16:45 AM.143;1.8031006;
7/31/2020 11:16:55 AM.016;12.3618317;7/31/2020 11:16:55 AM.043;10.5490036;7/31/2020 11:16:55 AM.075;23.9697266;7/31/2020 11:16:55 AM.107;24.0429688;7/31/2020 11:16:55 AM.139;1.8083572;
7/31/2020 11:17:05 AM.016;12.366272;7/31/2020 11:17:05 AM.039;10.5543442;7/31/2020 11:17:05 AM.070;23.9892578;7/31/2020 11:17:05 AM.102;24.0429688;7/31/2020 11:17:05 AM.134;1.8043213;
7/31/2020 11:17:15 AM.017;12.361702;7/31/2020 11:17:15 AM.050;10.5540924;7/31/2020 11:17:15 AM.082;23.9892578;7/31/2020 11:17:15 AM.114;24.0195312;7/31/2020 11:17:15 AM.146;1.7879639;
7/31/2020 11:17:25 AM.017;12.3407402;7/31/2020 11:17:25 AM.046;10.5526352;7/31/2020 11:17:25 AM.077;24.0087891;7/31/2020 11:17:25 AM.109;24.0195312;7/31/2020 11:17:25 AM.141;1.7772484;
7/31/2020 11:17:35 AM.017;12.3188438;7/31/2020 11:17:35 AM.041;10.5540161;7/31/2020 11:17:35 AM.073;24.0087891;7/31/2020 11:17:35 AM.105;24.0195312;7/31/2020 11:17:35 AM.137;1.7671547;
7/31/2020 11:17:45 AM.018;12.3187866;7/31/2020 11:17:45 AM.052;10.5537949;7/31/2020 11:17:45 AM.084;23.9892578;7/31/2020 11:17:45 AM.116;24.0195312;7/31/2020 11:17:45 AM.148;1.7668076;
7/31/2020 11:17:55 AM.017;12.3009186;7/31/2020 11:17:55 AM.048;10.552269;7/31/2020 11:17:55 AM.080;23.9697266;7/31/2020 11:17:55 AM.112;24.0429688;7/31/2020 11:17:55 AM.144;1.7602615;
7/31/2020 11:18:05 AM.017;12.2699814;7/31/2020 11:18:05 AM.044;10.5530777;7/31/2020 11:18:05 AM.075;23.9697266;7/31/2020 11:18:05 AM.107;24.0195312;7/31/2020 11:18:05 AM.139;1.7178497;
7/31/2020 11:18:15 AM.017;12.2537231;7/31/2020 11:18:15 AM.039;10.5537796;7/31/2020 11:18:15 AM.071;23.9697266;7/31/2020 11:18:15 AM.103;24.0429688;7/31/2020 11:18:15 AM.135;1.6949387;
7/31/2020 11:18:25 AM.017;12.2481613;7/31/2020 11:18:25 AM.050;10.5546265;7/31/2020 11:18:25 AM.082;23.9697266;7/31/2020 11:18:25 AM.114;24.0429688;7/31/2020 11:18:25 AM.146;1.686409;
7/31/2020 11:18:35 AM.016;12.2401962;7/31/2020 11:18:35 AM.046;10.5519562;7/31/2020 11:18:35 AM.078;23.9697266;7/31/2020 11:18:35 AM.109;24.0195312;7/31/2020 11:18:35 AM.142;1.6948471;
7/31/2020 11:18:45 AM.016;12.2425766;7/31/2020 11:18:45 AM.041;10.5533905;7/31/2020 11:18:45 AM.073;23.9892578;7/31/2020 11:18:45 AM.105;24.0195312;7/31/2020 11:18:45 AM.137;1.6954956;
7/31/2020 11:18:55 AM.016;12.2108803;7/31/2020 11:18:55 AM.052;10.5558014;7/31/2020 11:18:55 AM.084;24.0292969;7/31/2020 11:18:55 AM.116;24.0195312;7/31/2020 11:18:55 AM.148;1.6660271;
7/31/2020 11:19:05 AM.017;12.2063255;7/31/2020 11:19:05 AM.048;10.5538216;7/31/2020 11:19:05 AM.080;24.0087891;7/31/2020 11:19:05 AM.112;24;7/31/2020 11:19:05 AM.144;1.6533661;
7/31/2020 11:19:15 AM.016;12.2191162;7/31/2020 11:19:15 AM.044;10.5522041;7/31/2020 11:19:15 AM.075;23.9892578;7/31/2020 11:19:15 AM.107;24.0625;7/31/2020 11:19:15 AM.139;1.6623116;
7/31/2020 11:19:25 AM.017;12.223774;7/31/2020 11:19:25 AM.039;10.5529289;7/31/2020 11:19:25 AM.070;24.0087891;7/31/2020 11:19:25 AM.102;24.0234375;7/31/2020 11:19:25 AM.134;1.6520462;
7/31/2020 11:19:35 AM.017;12.2131691;7/31/2020 11:19:35 AM.050;10.552269;7/31/2020 11:19:35 AM.082;24.0087891;7/31/2020 11:19:35 AM.114;24.0195312;7/31/2020 11:19:35 AM.146;1.6395836;
7/31/2020 11:19:45 AM.017;12.1984444;7/31/2020 11:19:45 AM.046;10.5549774;7/31/2020 11:19:45 AM.077;24.0087891;7/31/2020 11:19:45 AM.109;24.0429688;7/31/2020 11:19:45 AM.141;1.642643;
7/31/2020 11:19:55 AM.017;12.2020836;7/31/2020 11:19:55 AM.042;10.5514908;7/31/2020 11:19:55 AM.073;24.0087891;7/31/2020 11:19:55 AM.105;24.0195312;7/31/2020 11:19:55 AM.137;1.6553154;
7/31/2020 11:20:05 AM.017;12.2024345;7/31/2020 11:20:05 AM.052;10.5533295;7/31/2020 11:20:05 AM.084;24.0292969;7/31/2020 11:20:05 AM.116;24.0429688;7/31/2020 11:20:05 AM.148;1.6540718;
7/31/2020 11:20:15 AM.018;12.2032051;7/31/2020 11:20:15 AM.048;10.5496979;7/31/2020 11:20:15 AM.079;24.0087891;7/31/2020 11:20:15 AM.112;24.0429688;7/31/2020 11:20:15 AM.144;1.6630669;
7/31/2020 11:20:25 AM.017;12.1861229;7/31/2020 11:20:25 AM.044;10.5505295;7/31/2020 11:20:25 AM.075;24.0292969;7/31/2020 11:20:25 AM.107;24.0429688;7/31/2020 11:20:25 AM.139;1.6372566;
7/31/2020 11:20:35 AM.018;12.1885643;7/31/2020 11:20:35 AM.040;10.5506439;7/31/2020 11:20:35 AM.070;24.0292969;7/31/2020 11:20:35 AM.102;24.0429688;7/31/2020 11:20:35 AM.134;1.6351891;
7/31/2020 11:20:45 AM.018;12.1924248;7/31/2020 11:20:45 AM.050;10.548687;7/31/2020 11:20:45 AM.082;24.0292969;7/31/2020 11:20:45 AM.114;24.0859375;7/31/2020 11:20:45 AM.150;1.6356964;
7/31/2020 11:20:55 AM.017;12.1838074;7/31/2020 11:20:55 AM.046;10.5483437;7/31/2020 11:20:55 AM.078;24.0488281;7/31/2020 11:20:55 AM.110;24.0859375;7/31/2020 11:20:55 AM.142;1.6365013;
7/31/2020 11:21:05 AM.018;12.1801567;7/31/2020 11:21:05 AM.042;10.5510979;7/31/2020 11:21:05 AM.073;24.0087891;7/31/2020 11:21:05 AM.105;24.0625;7/31/2020 11:21:05 AM.137;1.640625;
7/31/2020 11:21:15 AM.018;12.1797829;7/31/2020 11:21:15 AM.053;10.5533333;7/31/2020 11:21:15 AM.085;24.0292969;7/31/2020 11:21:15 AM.117;24.0625;7/31/2020 11:21:15 AM.149;1.6419296;
7/31/2020 11:21:25 AM.019;12.1837006;7/31/2020 11:21:25 AM.048;10.5507164;7/31/2020 11:21:25 AM.080;24.0488281;7/31/2020 11:21:25 AM.112;24.0859375;7/31/2020 11:21:25 AM.144;1.6301765;
7/31/2020 11:21:35 AM.018;12.1932793;7/31/2020 11:21:35 AM.044;10.5504875;7/31/2020 11:21:35 AM.076;24.0292969;7/31/2020 11:21:35 AM.107;24.0625;7/31/2020 11:21:35 AM.139;1.6311798;
7/31/2020 11:21:45 AM.018;12.1966362;7/31/2020 11:21:45 AM.054;10.5489769;7/31/2020 11:21:45 AM.087;24.0292969;7/31/2020 11:21:45 AM.119;24.1015625;7/31/2020 11:21:45 AM.151;1.6395721;
7/31/2020 11:21:55 AM.018;12.201252;7/31/2020 11:21:55 AM.051;10.5508537;7/31/2020 11:21:55 AM.082;24.0292969;7/31/2020 11:21:55 AM.114;24.0625;7/31/2020 11:21:55 AM.147;1.6377106;
7/31/2020 11:22:05 AM.018;12.1885414;7/31/2020 11:22:05 AM.046;10.5540352;7/31/2020 11:22:05 AM.078;24.0292969;7/31/2020 11:22:05 AM.110;24.0625;7/31/2020 11:22:05 AM.142;1.638237;
7/31/2020 11:22:15 AM.017;12.1768837;7/31/2020 11:22:15 AM.042;10.5510063;7/31/2020 11:22:15 AM.073;24.0292969;7/31/2020 11:22:15 AM.105;24.1015625;7/31/2020 11:22:15 AM.137;1.6292725;
7/31/2020 11:22:25 AM.018;12.1748199;7/31/2020 11:22:25 AM.052;10.5533524;7/31/2020 11:22:25 AM.084;24.0488281;7/31/2020 11:22:25 AM.116;24.0429688;7/31/2020 11:22:25 AM.148;1.626564;
7/31/2020 11:22:35 AM.018;12.1810875;7/31/2020 11:22:35 AM.048;10.5489388;7/31/2020 11:22:35 AM.080;24.0292969;7/31/2020 11:22:35 AM.111;24.1015625;7/31/2020 11:22:35 AM.143;1.6378555;
7/31/2020 11:22:45 AM.017;12.1860123;7/31/2020 11:22:45 AM.044;10.5504112;7/31/2020 11:22:45 AM.075;24.0488281;7/31/2020 11:22:45 AM.107;24.0625;7/31/2020 11:22:45 AM.139;1.6334419;
7/31/2020 11:22:55 AM.018;12.1751404;7/31/2020 11:22:55 AM.054;10.5501518;7/31/2020 11:22:55 AM.086;24.0693359;7/31/2020 11:22:55 AM.119;24.1015625;7/31/2020 11:22:55 AM.151;1.6202202;
7/31/2020 11:23:05 AM.018;12.1695251;7/31/2020 11:23:05 AM.050;10.5507317;7/31/2020 11:23:05 AM.082;24.0488281;7/31/2020 11:23:05 AM.114;24.0859375;7/31/2020 11:23:05 AM.146;1.6161003;
7/31/2020 11:23:15 AM.017;12.1795578;7/31/2020 11:23:15 AM.046;10.5509453;7/31/2020 11:23:15 AM.077;24.0693359;7/31/2020 11:23:15 AM.109;24.1015625;7/31/2020 11:23:15 AM.141;1.6363792;
7/31/2020 11:23:25 AM.018;12.1778336;7/31/2020 11:23:25 AM.042;10.5519524;7/31/2020 11:23:25 AM.073;24.0488281;7/31/2020 11:23:25 AM.105;24.0859375;7/31/2020 11:23:25 AM.137;1.6403847;
7/31/2020 11:23:35 AM.017;12.162735;7/31/2020 11:23:35 AM.053;10.5494041;7/31/2020 11:23:35 AM.084;24.0693359;7/31/2020 11:23:35 AM.116;24.1015625;7/31/2020 11:23:35 AM.148;1.6190834;
7/31/2020 11:23:45 AM.017;12.1567764;7/31/2020 11:23:45 AM.048;10.5494576;7/31/2020 11:23:45 AM.080;24.0693359;7/31/2020 11:23:45 AM.112;24.1015625;7/31/2020 11:23:45 AM.144;1.5998573;
7/31/2020 11:23:55 AM.017;12.1685219;7/31/2020 11:23:55 AM.044;10.5487328;7/31/2020 11:23:55 AM.075;24.0888672;7/31/2020 11:23:55 AM.107;24.0859375;7/31/2020 11:23:55 AM.140;1.6047211;
7/31/2020 11:24:05 AM.017;12.1713753;7/31/2020 11:24:05 AM.039;10.5507164;7/31/2020 11:24:05 AM.071;24.0888672;7/31/2020 11:24:05 AM.103;24.0859375;7/31/2020 11:24:05 AM.135;1.6098938;
7/31/2020 11:24:15 AM.016;12.1765518;7/31/2020 11:24:15 AM.050;10.5505028;7/31/2020 11:24:15 AM.082;24.0693359;7/31/2020 11:24:15 AM.114;24.0859375;7/31/2020 11:24:15 AM.146;1.6153908;
7/31/2020 11:24:25 AM.015;12.1607704;7/31/2020 11:24:25 AM.046;10.5520897;7/31/2020 11:24:25 AM.078;24.0292969;7/31/2020 11:24:25 AM.111;24.0859375;7/31/2020 11:24:25 AM.142;1.6115875;
7/31/2020 11:24:35 AM.016;12.1417694;7/31/2020 11:24:35 AM.042;10.550869;7/31/2020 11:24:35 AM.073;24.0693359;7/31/2020 11:24:35 AM.105;24.0859375;7/31/2020 11:24:35 AM.137;1.6020775;
7/31/2020 11:24:45 AM.015;12.1624298;7/31/2020 11:24:45 AM.052;10.5484428;7/31/2020 11:24:45 AM.085;24.0693359;7/31/2020 11:24:45 AM.117;24.1015625;7/31/2020 11:24:45 AM.149;1.6240959;
7/31/2020 11:24:55 AM.016;12.1736526;7/31/2020 11:24:55 AM.048;10.5489388;7/31/2020 11:24:55 AM.080;24.0693359;7/31/2020 11:24:55 AM.112;24.0859375;7/31/2020 11:24:55 AM.144;1.626545;
7/31/2020 11:25:05 AM.015;12.1519127;7/31/2020 11:25:05 AM.044;10.552166;7/31/2020 11:25:05 AM.076;24.0888672;7/31/2020 11:25:05 AM.108;24.1015625;7/31/2020 11:25:05 AM.140;1.5971985;
7/31/2020 11:25:15 AM.016;12.1535187;7/31/2020 11:25:15 AM.040;10.552845;7/31/2020 11:25:15 AM.072;24.0488281;7/31/2020 11:25:15 AM.104;24.0859375;7/31/2020 11:25:15 AM.135;1.5976067;
7/31/2020 11:25:25 AM.016;12.1520424;7/31/2020 11:25:25 AM.051;10.548336;7/31/2020 11:25:25 AM.083;24.0888672;7/31/2020 11:25:25 AM.115;24.1015625;7/31/2020 11:25:25 AM.147;1.6005554;
7/31/2020 11:25:35 AM.017;12.1483002;7/31/2020 11:25:35 AM.047;10.5496979;7/31/2020 11:25:35 AM.078;24.1079102;7/31/2020 11:25:35 AM.110;24.1210938;7/31/2020 11:25:35 AM.142;1.6036758;
7/31/2020 11:25:45 AM.017;12.1380692;7/31/2020 11:25:45 AM.042;10.5497665;7/31/2020 11:25:45 AM.074;24.0693359;7/31/2020 11:25:45 AM.106;24.1210938;7/31/2020 11:25:45 AM.138;1.6031342;
7/31/2020 11:25:55 AM.017;12.1453209;7/31/2020 11:25:55 AM.053;10.5506248;7/31/2020 11:25:55 AM.085;24.0888672;7/31/2020 11:25:55 AM.117;24.1015625;7/31/2020 11:25:55 AM.149;1.5975571;
7/31/2020 11:26:05 AM.018;12.1484795;7/31/2020 11:26:05 AM.049;10.5479813;7/31/2020 11:26:05 AM.081;24.0888672;7/31/2020 11:26:05 AM.113;24.1210938;7/31/2020 11:26:05 AM.145;1.5896034;
7/31/2020 11:26:15 AM.018;12.1616745;7/31/2020 11:26:15 AM.045;10.5486526;7/31/2020 11:26:15 AM.077;24.0693359;7/31/2020 11:26:15 AM.108;24.1210938;7/31/2020 11:26:15 AM.140;1.5959396;
7/31/2020 11:26:25 AM.019;12.1634445;7/31/2020 11:26:25 AM.041;10.5490913;7/31/2020 11:26:25 AM.072;24.1079102;7/31/2020 11:26:25 AM.104;24.1015625;7/31/2020 11:26:25 AM.136;1.6034126;
7/31/2020 11:26:35 AM.018;12.163517;7/31/2020 11:26:35 AM.052;10.5515251;7/31/2020 11:26:35 AM.083;24.0888672;7/31/2020 11:26:35 AM.116;24.0859375;7/31/2020 11:26:35 AM.148;1.6042404;
7/31/2020 11:26:45 AM.018;12.1480789;7/31/2020 11:26:45 AM.047;10.5490417;7/31/2020 11:26:45 AM.079;24.1079102;7/31/2020 11:26:45 AM.111;24.1210938;7/31/2020 11:26:45 AM.143;1.6060028;
7/31/2020 11:26:55 AM.018;12.1418839;7/31/2020 11:26:55 AM.043;10.5487289;7/31/2020 11:26:55 AM.075;24.1079102;7/31/2020 11:26:55 AM.106;24.1210938;7/31/2020 11:26:55 AM.138;1.5994949;
7/31/2020 11:27:05 AM.018;12.1431122;7/31/2020 11:27:05 AM.054;10.5416336;7/31/2020 11:27:05 AM.086;24.1079102;7/31/2020 11:27:05 AM.118;24.1679688;7/31/2020 11:27:05 AM.150;1.6063309;
7/31/2020 11:27:15 AM.018;12.1432076;7/31/2020 11:27:15 AM.050;10.5484924;7/31/2020 11:27:15 AM.082;24.0888672;7/31/2020 11:27:15 AM.113;24.1210938;7/31/2020 11:27:15 AM.145;1.5956078;
7/31/2020 11:27:25 AM.018;12.1487846;7/31/2020 11:27:25 AM.045;10.5453224;7/31/2020 11:27:25 AM.077;24.0888672;7/31/2020 11:27:25 AM.109;24.1445312;7/31/2020 11:27:25 AM.141;1.5974426;
7/31/2020 11:27:35 AM.019;12.1462402;7/31/2020 11:27:35 AM.056;10.5479393;7/31/2020 11:27:35 AM.088;24.1079102;7/31/2020 11:27:35 AM.120;24.1445312;7/31/2020 11:27:35 AM.152;1.5939827;
7/31/2020 11:27:45 AM.019;12.1475792;7/31/2020 11:27:45 AM.052;10.5501595;7/31/2020 11:27:45 AM.084;24.0888672;7/31/2020 11:27:45 AM.116;24.1015625;7/31/2020 11:27:45 AM.148;1.6006622;
7/31/2020 11:27:55 AM.020;12.1375732;7/31/2020 11:27:55 AM.048;10.5490799;7/31/2020 11:27:55 AM.080;24.1079102;7/31/2020 11:27:55 AM.112;24.1210938;7/31/2020 11:27:55 AM.143;1.6035995;
7/31/2020 11:28:05 AM.019;12.1486015;7/31/2020 11:28:05 AM.044;10.5492668;7/31/2020 11:28:05 AM.075;24.0888672;7/31/2020 11:28:05 AM.107;24.1445312;7/31/2020 11:28:05 AM.139;1.6139526;
7/31/2020 11:28:15 AM.020;12.1492424;7/31/2020 11:28:15 AM.054;10.5440063;7/31/2020 11:28:15 AM.086;24.0888672;7/31/2020 11:28:15 AM.118;24.1679688;7/31/2020 11:28:15 AM.150;1.6052132;
7/31/2020 11:28:25 AM.020;12.1427307;7/31/2020 11:28:25 AM.050;10.5503006;7/31/2020 11:28:25 AM.082;24.1279297;7/31/2020 11:28:25 AM.114;24.1210938;7/31/2020 11:28:25 AM.146;1.5781555;
7/31/2020 11:28:35 AM.020;12.1375275;7/31/2020 11:28:35 AM.046;10.5457115;7/31/2020 11:28:35 AM.078;24.1079102;7/31/2020 11:28:35 AM.109;24.1445312;7/31/2020 11:28:35 AM.141;1.5795174;
7/31/2020 11:28:45 AM.020;12.1427917;7/31/2020 11:28:45 AM.042;10.5481224;7/31/2020 11:28:45 AM.073;24.1079102;7/31/2020 11:28:45 AM.104;24.1445312;7/31/2020 11:28:45 AM.137;1.5928688;
7/31/2020 11:28:55 AM.020;12.1484261;7/31/2020 11:28:55 AM.052;10.5451202;7/31/2020 11:28:55 AM.084;24.0888672;7/31/2020 11:28:55 AM.116;24.1679688;7/31/2020 11:28:55 AM.148;1.6053505;
7/31/2020 11:29:05 AM.020;12.1671829;7/31/2020 11:29:05 AM.048;10.5478554;7/31/2020 11:29:05 AM.079;24.1079102;7/31/2020 11:29:05 AM.111;24.1445312;7/31/2020 11:29:05 AM.143;1.6254311;
7/31/2020 11:29:15 AM.021;12.1515236;7/31/2020 11:29:15 AM.044;10.5488396;7/31/2020 11:29:15 AM.075;24.1479492;7/31/2020 11:29:15 AM.107;24.1445312;7/31/2020 11:29:15 AM.139;1.6105042;
7/31/2020 11:29:25 AM.021;12.1602097;7/31/2020 11:29:25 AM.054;10.5437241;7/31/2020 11:29:25 AM.086;24.1079102;7/31/2020 11:29:25 AM.118;24.1679688;7/31/2020 11:29:25 AM.150;1.6201019;
7/31/2020 11:29:35 AM.021;12.1610298;7/31/2020 11:29:35 AM.050;10.5474319;7/31/2020 11:29:35 AM.082;24.1479492;7/31/2020 11:29:35 AM.114;24.1679688;7/31/2020 11:29:35 AM.146;1.6117439;
7/31/2020 11:29:45 AM.022;12.1473236;7/31/2020 11:29:45 AM.046;10.5445824;7/31/2020 11:29:45 AM.077;24.1079102;7/31/2020 11:29:45 AM.109;24.1445312;7/31/2020 11:29:45 AM.141;1.5912209;
7/31/2020 11:29:55 AM.022;12.1282578;7/31/2020 11:29:55 AM.057;10.5478745;7/31/2020 11:29:55 AM.089;24.1279297;7/31/2020 11:29:55 AM.120;24.1679688;7/31/2020 11:29:55 AM.153;1.5791016;
7/31/2020 11:30:05 AM.022;12.1203651;7/31/2020 11:30:05 AM.052;10.5469818;7/31/2020 11:30:05 AM.084;24.0888672;7/31/2020 11:30:05 AM.116;24.1835938;7/31/2020 11:30:05 AM.148;1.5816536;
7/31/2020 11:30:15 AM.021;12.1210251;7/31/2020 11:30:15 AM.048;10.5480118;7/31/2020 11:30:15 AM.080;24.1279297;7/31/2020 11:30:15 AM.112;24.1210938;7/31/2020 11:30:15 AM.144;1.5864868;
7/31/2020 11:30:25 AM.021;12.1280365;7/31/2020 11:30:25 AM.044;10.5464172;7/31/2020 11:30:25 AM.075;24.1279297;7/31/2020 11:30:25 AM.107;24.1835938;7/31/2020 11:30:25 AM.139;1.5814362;
7/31/2020 11:30:35 AM.021;12.1254959;7/31/2020 11:30:35 AM.055;10.5477371;7/31/2020 11:30:35 AM.087;24.1079102;7/31/2020 11:30:35 AM.119;24.1210938;7/31/2020 11:30:35 AM.151;1.5727386;
7/31/2020 11:30:45 AM.021;12.1238708;7/31/2020 11:30:45 AM.050;10.5456085;7/31/2020 11:30:45 AM.086;24.1279297;7/31/2020 11:30:45 AM.114;24.1835938;7/31/2020 11:30:45 AM.146;1.5636978;
7/31/2020 11:30:55 AM.021;12.1338615;7/31/2020 11:30:55 AM.046;10.546875;7/31/2020 11:30:55 AM.078;24.1479492;7/31/2020 11:30:55 AM.116;24.1835938;7/31/2020 11:30:55 AM.142;1.5739555;
7/31/2020 11:31:05 AM.021;12.1380463;7/31/2020 11:31:05 AM.045;10.5468788;7/31/2020 11:31:05 AM.076;24.1279297;7/31/2020 11:31:05 AM.108;24.1445312;7/31/2020 11:31:05 AM.148;1.5814705;
7/31/2020 11:31:15 AM.021;12.1293678;7/31/2020 11:31:15 AM.056;10.5443649;7/31/2020 11:31:15 AM.088;24.1479492;7/31/2020 11:31:15 AM.120;24.1679688;7/31/2020 11:31:15 AM.152;1.5890312;
7/31/2020 11:31:25 AM.022;12.1170044;7/31/2020 11:31:25 AM.051;10.5436172;7/31/2020 11:31:25 AM.083;24.1279297;7/31/2020 11:31:25 AM.115;24.1835938;7/31/2020 11:31:25 AM.147;1.5850449;
7/31/2020 11:31:35 AM.022;12.1219597;7/31/2020 11:31:35 AM.047;10.5485001;7/31/2020 11:31:35 AM.078;24.0888672;7/31/2020 11:31:35 AM.110;24.1679688;7/31/2020 11:31:35 AM.142;1.5840721;
7/31/2020 11:31:45 AM.021;12.128418;7/31/2020 11:31:45 AM.057;10.5473022;7/31/2020 11:31:45 AM.090;24.1079102;7/31/2020 11:31:45 AM.122;24.1679688;7/31/2020 11:31:45 AM.154;1.5843735;
7/31/2020 11:31:55 AM.022;12.1197243;7/31/2020 11:31:55 AM.053;10.5480042;7/31/2020 11:31:55 AM.085;24.1479492;7/31/2020 11:31:55 AM.117;24.1679688;7/31/2020 11:31:55 AM.149;1.5641975;
7/31/2020 11:32:05 AM.021;12.1269608;7/31/2020 11:32:05 AM.049;10.5450668;7/31/2020 11:32:05 AM.081;24.1279297;7/31/2020 11:32:05 AM.112;24.1835938;7/31/2020 11:32:05 AM.145;1.5808105;
7/31/2020 11:32:15 AM.020;12.1213036;7/31/2020 11:32:15 AM.045;10.5462341;7/31/2020 11:32:15 AM.076;24.1479492;7/31/2020 11:32:15 AM.108;24.1679688;7/31/2020 11:32:15 AM.140;1.5832634;
7/31/2020 11:32:25 AM.021;12.1056023;7/31/2020 11:32:25 AM.055;10.5477448;7/31/2020 11:32:25 AM.087;24.1479492;7/31/2020 11:32:25 AM.120;24.1835938;7/31/2020 11:32:25 AM.151;1.5694008;
7/31/2020 11:32:35 AM.021;12.1065559;7/31/2020 11:32:35 AM.051;10.5438004;7/31/2020 11:32:35 AM.083;24.1479492;7/31/2020 11:32:35 AM.115;24.1835938;7/31/2020 11:32:35 AM.147;1.5762062;
7/31/2020 11:32:45 AM.020;12.1268539;7/31/2020 11:32:45 AM.047;10.5460625;7/31/2020 11:32:45 AM.078;24.1279297;7/31/2020 11:32:45 AM.110;24.203125;7/31/2020 11:32:45 AM.142;1.5869331;
7/31/2020 11:32:55 AM.020;12.1253586;7/31/2020 11:32:55 AM.042;10.5459976;7/31/2020 11:32:55 AM.074;24.1674805;7/31/2020 11:32:55 AM.106;24.1679688;7/31/2020 11:32:55 AM.138;1.5712433;
7/31/2020 11:33:05 AM.019;12.1248322;7/31/2020 11:33:05 AM.053;10.5435791;7/31/2020 11:33:05 AM.085;24.1674805;7/31/2020 11:33:05 AM.117;24.1835938;7/31/2020 11:33:05 AM.149;1.5575714;
7/31/2020 11:33:15 AM.019;12.1209221;7/31/2020 11:33:15 AM.049;10.5465088;7/31/2020 11:33:15 AM.081;24.1479492;7/31/2020 11:33:15 AM.113;24.1679688;7/31/2020 11:33:15 AM.145;1.5662651;
7/31/2020 11:33:25 AM.019;12.1158218;7/31/2020 11:33:25 AM.045;10.548954;7/31/2020 11:33:25 AM.077;24.1674805;7/31/2020 11:33:25 AM.108;24.1445312;7/31/2020 11:33:25 AM.141;1.5697517;
7/31/2020 11:33:35 AM.020;12.1184959;7/31/2020 11:33:35 AM.041;10.5430298;7/31/2020 11:33:35 AM.072;24.1479492;7/31/2020 11:33:35 AM.104;24.1835938;7/31/2020 11:33:35 AM.136;1.5843925;
7/31/2020 11:33:45 AM.020;12.1140709;7/31/2020 11:33:45 AM.052;10.5456848;7/31/2020 11:33:45 AM.084;24.1479492;7/31/2020 11:33:45 AM.116;24.1835938;7/31/2020 11:33:45 AM.148;1.582325;
7/31/2020 11:33:55 AM.020;12.0954552;7/31/2020 11:33:55 AM.048;10.5442123;7/31/2020 11:33:55 AM.079;24.1875;7/31/2020 11:33:55 AM.111;24.1835938;7/31/2020 11:33:55 AM.143;1.5555229;
7/31/2020 11:34:05 AM.019;12.115303;7/31/2020 11:34:05 AM.043;10.5466156;7/31/2020 11:34:05 AM.075;24.1279297;7/31/2020 11:34:05 AM.106;24.1835938;7/31/2020 11:34:05 AM.139;1.5689392;
7/31/2020 11:34:15 AM.020;12.1235313;7/31/2020 11:34:15 AM.054;10.5467377;7/31/2020 11:34:15 AM.086;24.1875;7/31/2020 11:34:15 AM.118;24.1835938;7/31/2020 11:34:15 AM.150;1.5703087;
7/31/2020 11:34:25 AM.020;12.1175995;7/31/2020 11:34:25 AM.050;10.54282;7/31/2020 11:34:25 AM.081;24.1674805;7/31/2020 11:34:25 AM.113;24.203125;7/31/2020 11:34:25 AM.146;1.5727959;
7/31/2020 11:34:35 AM.020;12.0960388;7/31/2020 11:34:35 AM.046;10.5427322;7/31/2020 11:34:35 AM.077;24.1674805;7/31/2020 11:34:35 AM.109;24.2265625;7/31/2020 11:34:35 AM.141;1.5615768;
7/31/2020 11:34:45 AM.020;12.0881081;7/31/2020 11:34:45 AM.056;10.5463371;7/31/2020 11:34:45 AM.089;24.1875;7/31/2020 11:34:45 AM.121;24.203125;7/31/2020 11:34:45 AM.152;1.5553284;
7/31/2020 11:34:55 AM.020;12.1040497;7/31/2020 11:34:55 AM.052;10.5442848;7/31/2020 11:34:55 AM.084;24.1674805;7/31/2020 11:34:55 AM.116;24.203125;7/31/2020 11:34:55 AM.148;1.5641365;
