Name;New_Measure_31-07-2020;
Description;;
Measure-Intervall;00:00:10;
;;

Time SN:702643 (S30X):P1;SN:702643 (S30X):P1 bar;Time SN:702643 (S30X):P2;SN:702643 (S30X):P2 bar;Time SN:702643 (S30X):TOB1;SN:702643 (S30X):TOB1 °C;Time SN:702643 (S30X):TOB2;SN:702643 (S30X):TOB2 °C;Time SN:702643 (S30X):CH0;SN:702643 (S30X):CH0 bar;
7/31/2020 10:56:55 AM.003;13.6299171;7/31/2020 10:56:55 AM.028;10.5662766;7/31/2020 10:56:55 AM.059;23.8115234;7/31/2020 10:56:55 AM.091;23.8007812;7/31/2020 10:56:55 AM.123;3.0417366;
7/31/2020 10:57:05 AM.002;13.6068001;7/31/2020 10:57:05 AM.038;10.5668335;7/31/2020 10:57:05 AM.071;23.7714844;7/31/2020 10:57:05 AM.103;23.8398438;7/31/2020 10:57:05 AM.135;3.0367393;
7/31/2020 10:57:15 AM.002;13.6013451;7/31/2020 10:57:15 AM.034;10.5657654;7/31/2020 10:57:15 AM.066;23.7905273;7/31/2020 10:57:15 AM.098;23.8203125;7/31/2020 10:57:15 AM.130;3.0438576;
7/31/2020 10:57:25 AM.001;13.6066475;7/31/2020 10:57:25 AM.030;10.567791;7/31/2020 10:57:25 AM.062;23.7905273;7/31/2020 10:57:25 AM.093;23.8007812;7/31/2020 10:57:25 AM.125;3.0454521;
7/31/2020 10:57:35 AM.001;13.605732;7/31/2020 10:57:35 AM.025;10.5678329;7/31/2020 10:57:35 AM.057;23.8115234;7/31/2020 10:57:35 AM.089;23.8203125;7/31/2020 10:57:35 AM.121;3.0428581;
7/31/2020 10:57:45 AM.002;13.5990791;7/31/2020 10:57:45 AM.036;10.5665741;7/31/2020 10:57:45 AM.069;23.7905273;7/31/2020 10:57:45 AM.100;23.8007812;7/31/2020 10:57:45 AM.132;3.0359764;
7/31/2020 10:57:55 AM.002;13.6056938;7/31/2020 10:57:55 AM.032;10.56604;7/31/2020 10:57:55 AM.064;23.8305664;7/31/2020 10:57:55 AM.096;23.8203125;7/31/2020 10:57:55 AM.128;3.0338707;
7/31/2020 10:58:05 AM.003;13.6089287;7/31/2020 10:58:05 AM.028;10.5641785;7/31/2020 10:58:05 AM.059;23.7905273;7/31/2020 10:58:05 AM.091;23.8203125;7/31/2020 10:58:05 AM.123;3.0378304;
7/31/2020 10:58:15 AM.003;13.5963783;7/31/2020 10:58:15 AM.039;10.5641632;7/31/2020 10:58:15 AM.081;23.7714844;7/31/2020 10:58:15 AM.104;23.8398438;7/31/2020 10:58:15 AM.135;3.0358772;
7/31/2020 10:58:25 AM.003;13.592907;7/31/2020 10:58:25 AM.034;10.5654144;7/31/2020 10:58:25 AM.066;23.7714844;7/31/2020 10:58:25 AM.098;23.8203125;7/31/2020 10:58:25 AM.130;3.0353737;
7/31/2020 10:58:35 AM.004;13.5809364;7/31/2020 10:58:35 AM.030;10.56427;7/31/2020 10:58:35 AM.062;23.8115234;7/31/2020 10:58:35 AM.094;23.8203125;7/31/2020 10:58:35 AM.125;3.0279427;
7/31/2020 10:58:45 AM.004;13.5808525;7/31/2020 10:58:45 AM.041;10.5632629;7/31/2020 10:58:45 AM.073;23.7714844;7/31/2020 10:58:45 AM.105;23.8007812;7/31/2020 10:58:45 AM.137;3.0193901;
7/31/2020 10:58:55 AM.005;13.5907707;7/31/2020 10:58:55 AM.037;10.5635147;7/31/2020 10:58:55 AM.068;23.8115234;7/31/2020 10:58:55 AM.101;23.8554688;7/31/2020 10:58:55 AM.133;3.0237808;
7/31/2020 10:59:05 AM.005;13.5867805;7/31/2020 10:59:05 AM.032;10.5631714;7/31/2020 10:59:05 AM.064;23.8115234;7/31/2020 10:59:05 AM.096;23.8203125;7/31/2020 10:59:05 AM.128;2.9993858;
7/31/2020 10:59:15 AM.006;13.5737267;7/31/2020 10:59:15 AM.028;10.5654221;7/31/2020 10:59:15 AM.063;23.8115234;7/31/2020 10:59:15 AM.092;23.8398438;7/31/2020 10:59:15 AM.123;2.9921074;
7/31/2020 10:59:25 AM.006;13.5717812;7/31/2020 10:59:25 AM.039;10.5626373;7/31/2020 10:59:25 AM.071;23.8500977;7/31/2020 10:59:25 AM.103;23.8203125;7/31/2020 10:59:25 AM.135;3.0060158;
7/31/2020 10:59:35 AM.006;13.5857658;7/31/2020 10:59:35 AM.035;10.565464;7/31/2020 10:59:35 AM.066;23.8115234;7/31/2020 10:59:35 AM.098;23.8203125;7/31/2020 10:59:35 AM.130;3.0207863;
7/31/2020 10:59:45 AM.006;13.5681114;7/31/2020 10:59:45 AM.030;10.5636444;7/31/2020 10:59:45 AM.062;23.8305664;7/31/2020 10:59:45 AM.094;23.8203125;7/31/2020 10:59:45 AM.126;3.0081673;
7/31/2020 10:59:55 AM.006;13.5609093;7/31/2020 10:59:55 AM.041;10.5649948;7/31/2020 10:59:55 AM.073;23.8115234;7/31/2020 10:59:55 AM.105;23.8398438;7/31/2020 10:59:55 AM.137;3.0031471;
7/31/2020 11:00:05 AM.007;13.5574379;7/31/2020 11:00:05 AM.037;10.5671921;7/31/2020 11:00:05 AM.068;23.7905273;7/31/2020 11:00:05 AM.100;23.8398438;7/31/2020 11:00:05 AM.133;2.9967079;
7/31/2020 11:00:15 AM.007;13.5567818;7/31/2020 11:00:15 AM.032;10.5634384;7/31/2020 11:00:15 AM.064;23.8305664;7/31/2020 11:00:15 AM.096;23.8554688;7/31/2020 11:00:15 AM.128;2.9880829;
7/31/2020 11:00:25 AM.008;13.5352669;7/31/2020 11:00:25 AM.043;10.5632782;7/31/2020 11:00:25 AM.075;23.8305664;7/31/2020 11:00:25 AM.107;23.8398438;7/31/2020 11:00:25 AM.139;2.9610023;
7/31/2020 11:00:35 AM.008;13.5178566;7/31/2020 11:00:35 AM.039;10.5652008;7/31/2020 11:00:35 AM.071;23.8500977;7/31/2020 11:00:35 AM.102;23.8203125;7/31/2020 11:00:35 AM.135;2.9568214;
7/31/2020 11:00:45 AM.009;13.5205193;7/31/2020 11:00:45 AM.034;10.5630188;7/31/2020 11:00:45 AM.066;23.8305664;7/31/2020 11:00:45 AM.098;23.8203125;7/31/2020 11:00:45 AM.130;2.9705162;
7/31/2020 11:00:55 AM.008;13.5267487;7/31/2020 11:00:55 AM.030;10.5606194;7/31/2020 11:00:55 AM.061;23.8305664;7/31/2020 11:00:55 AM.093;23.8398438;7/31/2020 11:00:55 AM.126;2.9780388;
7/31/2020 11:01:05 AM.008;13.5040627;7/31/2020 11:01:05 AM.041;10.5660477;7/31/2020 11:01:05 AM.073;23.8500977;7/31/2020 11:01:05 AM.105;23.8398438;7/31/2020 11:01:05 AM.137;2.9359932;
7/31/2020 11:01:15 AM.009;13.5041695;7/31/2020 11:01:15 AM.037;10.5621223;7/31/2020 11:01:15 AM.068;23.8305664;7/31/2020 11:01:15 AM.100;23.8554688;7/31/2020 11:01:15 AM.132;2.9344025;
7/31/2020 11:01:25 AM.009;13.5171928;7/31/2020 11:01:25 AM.032;10.5657883;7/31/2020 11:01:25 AM.063;23.8305664;7/31/2020 11:01:25 AM.095;23.8398438;7/31/2020 11:01:25 AM.127;2.9441414;
7/31/2020 11:01:35 AM.009;13.5099983;7/31/2020 11:01:35 AM.043;10.5622139;7/31/2020 11:01:35 AM.075;23.7905273;7/31/2020 11:01:35 AM.107;23.8554688;7/31/2020 11:01:35 AM.139;2.9300461;
7/31/2020 11:01:45 AM.010;13.4908867;7/31/2020 11:01:45 AM.039;10.5643311;7/31/2020 11:01:45 AM.071;23.8305664;7/31/2020 11:01:45 AM.103;23.8398438;7/31/2020 11:01:45 AM.134;2.9261665;
7/31/2020 11:01:55 AM.009;13.4668236;7/31/2020 11:01:55 AM.034;10.5655518;7/31/2020 11:01:55 AM.066;23.8500977;7/31/2020 11:01:55 AM.098;23.8398438;7/31/2020 11:01:55 AM.130;2.906559;
7/31/2020 11:02:05 AM.010;13.4597168;7/31/2020 11:02:05 AM.045;10.5642967;7/31/2020 11:02:05 AM.077;23.8500977;7/31/2020 11:02:05 AM.109;23.875;7/31/2020 11:02:05 AM.141;2.9078827;
7/31/2020 11:02:15 AM.010;13.469677;7/31/2020 11:02:15 AM.041;10.5601463;7/31/2020 11:02:15 AM.073;23.8500977;7/31/2020 11:02:15 AM.104;23.875;7/31/2020 11:02:15 AM.137;2.9114761;
7/31/2020 11:02:25 AM.010;13.4634933;7/31/2020 11:02:25 AM.037;10.5636711;7/31/2020 11:02:25 AM.068;23.8500977;7/31/2020 11:02:25 AM.100;23.875;7/31/2020 11:02:25 AM.132;2.9010849;
7/31/2020 11:02:35 AM.010;13.4573479;7/31/2020 11:02:35 AM.033;10.5628395;7/31/2020 11:02:35 AM.064;23.8500977;7/31/2020 11:02:35 AM.096;23.8554688;7/31/2020 11:02:35 AM.128;2.8830872;
7/31/2020 11:02:45 AM.011;13.4416924;7/31/2020 11:02:45 AM.043;10.5606956;7/31/2020 11:02:45 AM.075;23.8500977;7/31/2020 11:02:45 AM.107;23.875;7/31/2020 11:02:45 AM.139;2.873291;
7/31/2020 11:02:55 AM.011;13.4295235;7/31/2020 11:02:55 AM.039;10.5638962;7/31/2020 11:02:55 AM.071;23.8305664;7/31/2020 11:02:55 AM.103;23.8398438;7/31/2020 11:02:55 AM.135;2.8784599;
7/31/2020 11:03:05 AM.011;13.4360428;7/31/2020 11:03:05 AM.034;10.5624428;7/31/2020 11:03:05 AM.066;23.8706055;7/31/2020 11:03:05 AM.098;23.875;7/31/2020 11:03:05 AM.130;2.8833046;
7/31/2020 11:03:15 AM.010;13.4039116;7/31/2020 11:03:15 AM.045;10.5646858;7/31/2020 11:03:15 AM.077;23.8305664;7/31/2020 11:03:15 AM.109;23.90625;7/31/2020 11:03:15 AM.141;2.8463669;
7/31/2020 11:03:25 AM.010;13.374691;7/31/2020 11:03:25 AM.041;10.5606575;7/31/2020 11:03:25 AM.076;23.8500977;7/31/2020 11:03:25 AM.105;23.90625;7/31/2020 11:03:25 AM.137;2.8105392;
7/31/2020 11:03:35 AM.009;13.3795319;7/31/2020 11:03:35 AM.037;10.5633659;7/31/2020 11:03:35 AM.068;23.8706055;7/31/2020 11:03:35 AM.100;23.8554688;7/31/2020 11:03:35 AM.132;2.8077354;
7/31/2020 11:03:45 AM.008;13.3575058;7/31/2020 11:03:45 AM.032;10.5622139;7/31/2020 11:03:45 AM.064;23.8500977;7/31/2020 11:03:45 AM.096;23.875;7/31/2020 11:03:45 AM.128;2.7780762;
7/31/2020 11:03:55 AM.009;13.3079987;7/31/2020 11:03:55 AM.043;10.5620995;7/31/2020 11:03:55 AM.075;23.8706055;7/31/2020 11:03:55 AM.107;23.90625;7/31/2020 11:03:55 AM.139;2.7352638;
7/31/2020 11:04:05 AM.008;13.2815437;7/31/2020 11:04:05 AM.038;10.5653839;7/31/2020 11:04:05 AM.071;23.8500977;7/31/2020 11:04:05 AM.103;23.8203125;7/31/2020 11:04:05 AM.134;2.7216606;
7/31/2020 11:04:15 AM.008;13.216095;7/31/2020 11:04:15 AM.035;10.5639839;7/31/2020 11:04:15 AM.066;23.8706055;7/31/2020 11:04:15 AM.098;23.875;7/31/2020 11:04:15 AM.130;2.6667061;
7/31/2020 11:04:25 AM.009;13.1558609;7/31/2020 11:04:25 AM.045;10.5604897;7/31/2020 11:04:25 AM.078;23.8706055;7/31/2020 11:04:25 AM.110;23.90625;7/31/2020 11:04:25 AM.142;2.6027946;
7/31/2020 11:04:35 AM.009;13.061924;7/31/2020 11:04:35 AM.041;10.5614738;7/31/2020 11:04:35 AM.073;23.8706055;7/31/2020 11:04:35 AM.105;23.90625;7/31/2020 11:04:35 AM.137;2.5004005;
7/31/2020 11:04:45 AM.010;12.9778214;7/31/2020 11:04:45 AM.037;10.5603371;7/31/2020 11:04:45 AM.068;23.8706055;7/31/2020 11:04:45 AM.100;23.8554688;7/31/2020 11:04:45 AM.134;2.4191933;
7/31/2020 11:04:55 AM.010;12.9354591;7/31/2020 11:04:55 AM.048;10.5632515;7/31/2020 11:04:55 AM.080;23.8500977;7/31/2020 11:04:55 AM.112;23.90625;7/31/2020 11:04:55 AM.144;2.3673782;
7/31/2020 11:05:05 AM.011;12.9146996;7/31/2020 11:05:05 AM.043;10.5595856;7/31/2020 11:05:05 AM.075;23.8896484;7/31/2020 11:05:05 AM.107;23.921875;7/31/2020 11:05:05 AM.139;2.3466873;
7/31/2020 11:05:15 AM.011;12.8426399;7/31/2020 11:05:15 AM.039;10.5604134;7/31/2020 11:05:15 AM.071;23.8706055;7/31/2020 11:05:15 AM.103;23.90625;7/31/2020 11:05:15 AM.135;2.2915382;
7/31/2020 11:05:25 AM.011;12.8228378;7/31/2020 11:05:25 AM.035;10.560997;7/31/2020 11:05:25 AM.066;23.8896484;7/31/2020 11:05:25 AM.099;23.921875;7/31/2020 11:05:25 AM.130;2.2783279;
7/31/2020 11:05:35 AM.011;12.8223724;7/31/2020 11:05:35 AM.046;10.5607643;7/31/2020 11:05:35 AM.078;23.8896484;7/31/2020 11:05:35 AM.110;23.90625;7/31/2020 11:05:35 AM.142;2.2633934;
7/31/2020 11:05:45 AM.010;12.8241272;7/31/2020 11:05:45 AM.041;10.5615578;7/31/2020 11:05:45 AM.073;23.8500977;7/31/2020 11:05:45 AM.105;23.90625;7/31/2020 11:05:45 AM.137;2.250351;
7/31/2020 11:05:55 AM.010;12.8068771;7/31/2020 11:05:55 AM.037;10.5616684;7/31/2020 11:05:55 AM.069;23.8896484;7/31/2020 11:05:55 AM.101;23.921875;7/31/2020 11:05:55 AM.132;2.2341919;
7/31/2020 11:06:05 AM.010;12.7970505;7/31/2020 11:06:05 AM.033;10.5635262;7/31/2020 11:06:05 AM.064;23.9106445;7/31/2020 11:06:05 AM.096;23.875;7/31/2020 11:06:05 AM.128;2.2241554;
7/31/2020 11:06:15 AM.011;12.7785568;7/31/2020 11:06:15 AM.043;10.5589294;7/31/2020 11:06:15 AM.075;23.9106445;7/31/2020 11:06:15 AM.107;23.921875;7/31/2020 11:06:15 AM.140;2.2164001;
7/31/2020 11:06:25 AM.011;12.763382;7/31/2020 11:06:25 AM.039;10.5588837;7/31/2020 11:06:25 AM.071;23.8896484;7/31/2020 11:06:25 AM.103;23.921875;7/31/2020 11:06:25 AM.135;2.209938;
7/31/2020 11:06:35 AM.010;12.7535324;7/31/2020 11:06:35 AM.035;10.5578346;7/31/2020 11:06:35 AM.066;23.9106445;7/31/2020 11:06:35 AM.098;23.9414062;7/31/2020 11:06:35 AM.131;2.2051353;
7/31/2020 11:06:45 AM.011;12.7416611;7/31/2020 11:06:45 AM.046;10.5596695;7/31/2020 11:06:45 AM.078;23.8896484;7/31/2020 11:06:45 AM.110;23.921875;7/31/2020 11:06:45 AM.142;2.1881409;
7/31/2020 11:06:55 AM.011;12.7356071;7/31/2020 11:06:55 AM.042;10.5617561;7/31/2020 11:06:55 AM.074;23.9301758;7/31/2020 11:06:55 AM.106;23.90625;7/31/2020 11:06:55 AM.137;2.1736603;
7/31/2020 11:07:05 AM.011;12.7285309;7/31/2020 11:07:05 AM.038;10.558918;7/31/2020 11:07:05 AM.069;23.9106445;7/31/2020 11:07:05 AM.101;23.875;7/31/2020 11:07:05 AM.133;2.1662483;
7/31/2020 11:07:15 AM.012;12.7221146;7/31/2020 11:07:15 AM.048;10.559082;7/31/2020 11:07:15 AM.080;23.9106445;7/31/2020 11:07:15 AM.112;23.921875;7/31/2020 11:07:15 AM.144;2.1530228;
7/31/2020 11:07:25 AM.012;12.6909103;7/31/2020 11:07:25 AM.044;10.5594749;7/31/2020 11:07:25 AM.076;23.9106445;7/31/2020 11:07:25 AM.108;23.9414062;7/31/2020 11:07:25 AM.140;2.1347694;
7/31/2020 11:07:35 AM.012;12.6798553;7/31/2020 11:07:35 AM.040;10.5613518;7/31/2020 11:07:35 AM.071;23.9106445;7/31/2020 11:07:35 AM.103;23.90625;7/31/2020 11:07:35 AM.135;2.1356392;
7/31/2020 11:07:45 AM.013;12.6928329;7/31/2020 11:07:45 AM.036;10.5614243;7/31/2020 11:07:45 AM.067;23.8706055;7/31/2020 11:07:45 AM.099;23.921875;7/31/2020 11:07:45 AM.131;2.1461945;
7/31/2020 11:07:55 AM.013;12.6859016;7/31/2020 11:07:55 AM.047;10.5600853;7/31/2020 11:07:55 AM.079;23.9301758;7/31/2020 11:07:55 AM.110;23.90625;7/31/2020 11:07:55 AM.143;2.1149292;
7/31/2020 11:08:05 AM.013;12.6470222;7/31/2020 11:08:05 AM.042;10.5604324;7/31/2020 11:08:05 AM.074;23.9301758;7/31/2020 11:08:05 AM.106;23.921875;7/31/2020 11:08:05 AM.138;2.0724297;
7/31/2020 11:08:15 AM.013;12.6388817;7/31/2020 11:08:15 AM.038;10.5599442;7/31/2020 11:08:15 AM.070;23.9301758;7/31/2020 11:08:15 AM.102;23.921875;7/31/2020 11:08:15 AM.134;2.0694695;
7/31/2020 11:08:25 AM.014;12.6395416;7/31/2020 11:08:25 AM.049;10.5621262;7/31/2020 11:08:25 AM.081;23.9106445;7/31/2020 11:08:25 AM.113;23.921875;7/31/2020 11:08:25 AM.145;2.0732498;
7/31/2020 11:08:35 AM.014;12.6285591;7/31/2020 11:08:35 AM.045;10.5586357;7/31/2020 11:08:35 AM.077;23.9301758;7/31/2020 11:08:35 AM.109;23.9609375;7/31/2020 11:08:35 AM.140;2.0738297;
7/31/2020 11:08:45 AM.015;12.6068306;7/31/2020 11:08:45 AM.040;10.5567207;7/31/2020 11:08:45 AM.072;23.9301758;7/31/2020 11:08:45 AM.104;23.984375;7/31/2020 11:08:45 AM.136;2.059433;
7/31/2020 11:08:55 AM.015;12.6256104;7/31/2020 11:08:55 AM.051;10.5601616;7/31/2020 11:08:55 AM.083;23.9101562;7/31/2020 11:08:55 AM.115;23.9414062;7/31/2020 11:08:55 AM.148;2.0740395;
7/31/2020 11:09:05 AM.015;12.6291389;7/31/2020 11:09:05 AM.047;10.558918;7/31/2020 11:09:05 AM.079;23.949707;7/31/2020 11:09:05 AM.111;23.9609375;7/31/2020 11:09:05 AM.142;2.0704269;
7/31/2020 11:09:15 AM.016;12.6319542;7/31/2020 11:09:15 AM.043;10.5586281;7/31/2020 11:09:15 AM.074;23.9301758;7/31/2020 11:09:15 AM.106;23.9414062;7/31/2020 11:09:15 AM.138;2.0705566;
7/31/2020 11:09:25 AM.016;12.6080055;7/31/2020 11:09:25 AM.039;10.5592995;7/31/2020 11:09:25 AM.070;23.9301758;7/31/2020 11:09:25 AM.102;23.9414062;7/31/2020 11:09:25 AM.134;2.04673;
7/31/2020 11:09:35 AM.017;12.5983734;7/31/2020 11:09:35 AM.049;10.5565453;7/31/2020 11:09:35 AM.081;23.9101562;7/31/2020 11:09:35 AM.113;23.984375;7/31/2020 11:09:35 AM.145;2.0442314;
7/31/2020 11:09:45 AM.017;12.5831413;7/31/2020 11:09:45 AM.045;10.5569649;7/31/2020 11:09:45 AM.077;23.9301758;7/31/2020 11:09:45 AM.109;23.9414062;7/31/2020 11:09:45 AM.141;2.037178;
7/31/2020 11:09:55 AM.016;12.5806198;7/31/2020 11:09:55 AM.041;10.5583305;7/31/2020 11:09:55 AM.072;23.9101562;7/31/2020 11:09:55 AM.105;23.9414062;7/31/2020 11:09:55 AM.136;2.0296822;
7/31/2020 11:10:05 AM.017;12.5633583;7/31/2020 11:10:05 AM.052;10.5561562;7/31/2020 11:10:05 AM.084;23.9301758;7/31/2020 11:10:05 AM.116;23.984375;7/31/2020 11:10:05 AM.148;2.0070724;
7/31/2020 11:10:15 AM.017;12.5610619;7/31/2020 11:10:15 AM.048;10.5563698;7/31/2020 11:10:15 AM.079;23.949707;7/31/2020 11:10:15 AM.112;24;7/31/2020 11:10:15 AM.143;1.997879;
7/31/2020 11:10:25 AM.017;12.5731316;7/31/2020 11:10:25 AM.043;10.5579796;7/31/2020 11:10:25 AM.075;23.9301758;7/31/2020 11:10:25 AM.107;23.9414062;7/31/2020 11:10:25 AM.139;2.0037689;
7/31/2020 11:10:35 AM.018;12.5552216;7/31/2020 11:10:35 AM.054;10.5553627;7/31/2020 11:10:35 AM.086;23.9101562;7/31/2020 11:10:35 AM.118;23.9609375;7/31/2020 11:10:35 AM.150;1.9881706;
7/31/2020 11:10:45 AM.018;12.5473518;7/31/2020 11:10:45 AM.050;10.5559425;7/31/2020 11:10:45 AM.082;23.9301758;7/31/2020 11:10:45 AM.114;23.9609375;7/31/2020 11:10:45 AM.146;1.993576;
7/31/2020 11:10:55 AM.017;12.5362816;7/31/2020 11:10:55 AM.046;10.5572624;7/31/2020 11:10:55 AM.077;23.949707;7/31/2020 11:10:55 AM.109;23.9609375;7/31/2020 11:10:55 AM.141;1.9870071;
7/31/2020 11:11:05 AM.017;12.5276871;7/31/2020 11:11:05 AM.041;10.553051;7/31/2020 11:11:05 AM.073;23.9697266;7/31/2020 11:11:05 AM.105;23.984375;7/31/2020 11:11:05 AM.137;1.9804573;
7/31/2020 11:11:15 AM.018;12.5230598;7/31/2020 11:11:15 AM.052;10.5571632;7/31/2020 11:11:15 AM.084;23.949707;7/31/2020 11:11:15 AM.116;24;7/31/2020 11:11:15 AM.148;1.9720917;
7/31/2020 11:11:25 AM.018;12.5146065;7/31/2020 11:11:25 AM.048;10.5567894;7/31/2020 11:11:25 AM.080;23.949707;7/31/2020 11:11:25 AM.112;23.9609375;7/31/2020 11:11:25 AM.144;1.9582901;
7/31/2020 11:11:35 AM.018;12.5103264;7/31/2020 11:11:35 AM.043;10.5532646;7/31/2020 11:11:35 AM.075;23.949707;7/31/2020 11:11:35 AM.107;24;7/31/2020 11:11:35 AM.139;1.9510803;
7/31/2020 11:11:45 AM.018;12.5028191;7/31/2020 11:11:45 AM.055;10.559124;7/31/2020 11:11:45 AM.087;23.9301758;7/31/2020 11:11:45 AM.119;23.9609375;7/31/2020 11:11:45 AM.151;1.9422836;
7/31/2020 11:11:55 AM.017;12.4768944;7/31/2020 11:11:55 AM.050;10.556591;7/31/2020 11:11:55 AM.082;23.9301758;7/31/2020 11:11:55 AM.114;23.9609375;7/31/2020 11:11:55 AM.146;1.9225464;
7/31/2020 11:12:05 AM.016;12.4732933;7/31/2020 11:12:05 AM.046;10.5530701;7/31/2020 11:12:05 AM.077;23.949707;7/31/2020 11:12:05 AM.109;24.0195312;7/31/2020 11:12:05 AM.142;1.9299812;
7/31/2020 11:12:15 AM.016;12.4762993;7/31/2020 11:12:15 AM.042;10.5568581;7/31/2020 11:12:15 AM.073;23.949707;7/31/2020 11:12:15 AM.105;23.984375;7/31/2020 11:12:15 AM.137;1.9267883;
7/31/2020 11:12:25 AM.016;12.4909477;7/31/2020 11:12:25 AM.052;10.5566597;7/31/2020 11:12:25 AM.085;23.9301758;7/31/2020 11:12:25 AM.117;23.9609375;7/31/2020 11:12:25 AM.149;1.9327698;
7/31/2020 11:12:35 AM.016;12.4665527;7/31/2020 11:12:35 AM.048;10.5554848;7/31/2020 11:12:35 AM.080;23.9892578;7/31/2020 11:12:35 AM.112;23.984375;7/31/2020 11:12:35 AM.144;1.8931618;
7/31/2020 11:12:45 AM.016;12.437767;7/31/2020 11:12:45 AM.044;10.5527916;7/31/2020 11:12:45 AM.076;23.9697266;7/31/2020 11:12:45 AM.108;24;7/31/2020 11:12:45 AM.140;1.8647499;
7/31/2020 11:12:55 AM.015;12.4305;7/31/2020 11:12:55 AM.040;10.5545006;7/31/2020 11:12:55 AM.071;23.949707;7/31/2020 11:12:55 AM.103;24;7/31/2020 11:12:55 AM.135;1.8699036;
7/31/2020 11:13:05 AM.015;12.4236717;7/31/2020 11:13:05 AM.050;10.5540733;7/31/2020 11:13:05 AM.083;23.9301758;7/31/2020 11:13:05 AM.115;23.984375;7/31/2020 11:13:05 AM.147;1.8701706;
7/31/2020 11:13:15 AM.015;12.4255867;7/31/2020 11:13:15 AM.046;10.5549431;7/31/2020 11:13:15 AM.078;23.949707;7/31/2020 11:13:15 AM.110;23.9609375;7/31/2020 11:13:15 AM.142;1.8758316;
7/31/2020 11:13:25 AM.016;12.4053917;7/31/2020 11:13:25 AM.042;10.5546227;7/31/2020 11:13:25 AM.074;23.949707;7/31/2020 11:13:25 AM.105;23.984375;7/31/2020 11:13:25 AM.137;1.8569412;
7/31/2020 11:13:35 AM.016;12.401516;7/31/2020 11:13:35 AM.037;10.5546227;7/31/2020 11:13:35 AM.069;23.949707;7/31/2020 11:13:35 AM.101;24;7/31/2020 11:13:35 AM.133;1.8479538;
7/31/2020 11:13:45 AM.016;12.4211159;7/31/2020 11:13:45 AM.048;10.5547142;7/31/2020 11:13:45 AM.081;23.949707;7/31/2020 11:13:45 AM.113;23.984375;7/31/2020 11:13:45 AM.145;1.8624954;
7/31/2020 11:13:55 AM.017;12.4290009;7/31/2020 11:13:55 AM.044;10.5549126;7/31/2020 11:13:55 AM.076;23.9697266;7/31/2020 11:13:55 AM.108;23.984375;7/31/2020 11:13:55 AM.140;1.8668098;
7/31/2020 11:14:05 AM.016;12.4008102;7/31/2020 11:14:05 AM.040;10.5571022;7/31/2020 11:14:05 AM.072;23.9697266;7/31/2020 11:14:05 AM.104;23.984375;7/31/2020 11:14:05 AM.136;1.847126;
7/31/2020 11:14:15 AM.016;12.3909836;7/31/2020 11:14:15 AM.051;10.5549049;7/31/2020 11:14:15 AM.083;23.9697266;7/31/2020 11:14:15 AM.115;23.9609375;7/31/2020 11:14:15 AM.147;1.8383675;
7/31/2020 11:14:25 AM.016;12.3877525;7/31/2020 11:14:25 AM.046;10.5537338;7/31/2020 11:14:25 AM.079;23.949707;7/31/2020 11:14:25 AM.110;24.0195312;7/31/2020 11:14:25 AM.142;1.8440285;
7/31/2020 11:14:35 AM.016;12.4000778;7/31/2020 11:14:35 AM.043;10.5555382;7/31/2020 11:14:35 AM.074;23.9697266;7/31/2020 11:14:35 AM.106;23.984375;7/31/2020 11:14:35 AM.138;1.8458977;
7/31/2020 11:14:45 AM.016;12.3945351;7/31/2020 11:14:45 AM.038;10.5556984;7/31/2020 11:14:45 AM.070;23.949707;7/31/2020 11:14:45 AM.102;23.984375;7/31/2020 11:14:45 AM.134;1.8347626;
7/31/2020 11:14:55 AM.015;12.3916359;7/31/2020 11:14:55 AM.049;10.5584221;7/31/2020 11:14:55 AM.081;23.949707;7/31/2020 11:14:55 AM.113;24;7/31/2020 11:14:55 AM.145;1.8153992;
7/31/2020 11:15:05 AM.015;12.394455;7/31/2020 11:15:05 AM.045;10.5532837;7/31/2020 11:15:05 AM.076;23.9697266;7/31/2020 11:15:05 AM.108;24.0195312;7/31/2020 11:15:05 AM.140;1.8337021;
7/31/2020 11:15:15 AM.015;12.3821754;7/31/2020 11:15:15 AM.040;10.552433;7/31/2020 11:15:15 AM.071;23.949707;7/31/2020 11:15:15 AM.104;24;7/31/2020 11:15:15 AM.136;1.8274841;
7/31/2020 11:15:25 AM.014;12.38974;7/31/2020 11:15:25 AM.051;10.5556526;7/31/2020 11:15:25 AM.083;23.9697266;7/31/2020 11:15:25 AM.115;24;7/31/2020 11:15:25 AM.147;1.8372307;
7/31/2020 11:15:35 AM.014;12.3819122;7/31/2020 11:15:35 AM.047;10.5555382;7/31/2020 11:15:35 AM.079;23.9697266;7/31/2020 11:15:35 AM.111;23.984375;7/31/2020 11:15:35 AM.142;1.8385353;
7/31/2020 11:15:45 AM.014;12.3763504;7/31/2020 11:15:45 AM.042;10.5569496;7/31/2020 11:15:45 AM.074;23.9697266;7/31/2020 11:15:45 AM.106;24;7/31/2020 11:15:45 AM.138;1.8288994;
7/31/2020 11:15:55 AM.014;12.3779831;7/31/2020 11:15:55 AM.038;10.5550804;7/31/2020 11:15:55 AM.069;23.9697266;7/31/2020 11:15:55 AM.102;24;7/31/2020 11:15:55 AM.133;1.8227272;
